id,day,month,year,date,location,OSGridRef,latitude,longitude,Nation,comments
503,22,march,1309,22-3-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
504,23,march,1309,23-3-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
505,24,march,1309,24-3-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
506,25,march,1309,25-3-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
507,26,march,1309,26-3-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
508,27,march,1309,27-3-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
509,28,march,1309,28-3-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
510,29,march,1309,29-3-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
511,1,april,1309,1-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
512,2,april,1309,2-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
513,3,april,1309,3-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
514,4,april,1309,4-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
515,5,april,1309,5-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
516,6,april,1309,6-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
517,8,april,1309,8-4-1309,La Grave,SP9229923652,51.90377,-0.65982,England,N/A
518,9,april,1309,9-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
519,10,april,1309,10-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
520,11,april,1309,11-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
521,12,april,1309,12-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
522,13,april,1309,13-4-1309,La Grave,SP9229923652,51.90377,-0.65982,England,N/A
523,13,april,1309,13-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
524,14,april,1309,14-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
525,15,april,1309,15-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
526,16,april,1309,16-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
527,17,april,1309,17-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
528,18,april,1309,18-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
529,20,april,1309,20-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
530,22,april,1309,22-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
531,23,april,1309,23-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
532,24,april,1309,24-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
533,25,april,1309,25-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
534,26,april,1309,26-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
535,27,april,1309,27-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
536,28,april,1309,28-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
537,30,april,1309,30-4-1309,Langley,TL0657302592,51.711944,-0.458889,England,N/A
538,1,may,1309,1-5-1309,Waltham,TA2594003876,53.516483,-0.102071,England,N/A
